Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P9WPQ2	BCCA_MYCTO	reviewed	Acetyl-/propionyl-coenzyme A carboxylase alpha chain [Includes: Biotin carboxylase (EC 6.3.4.14); Biotin carboxyl carrier protein (BCCP)]	accA1 bccA MT2576	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	654
Q164P2	ACP_ROSDO	reviewed	Acyl carrier protein (ACP)	acpP RD1_3038	Roseobacter denitrificans (strain ATCC 33942 / OCh 114) (Erythrobacter sp. (strain OCh 114)) (Roseobacter denitrificans)	77
A6QGD2	ACP_STAAE	reviewed	Acyl carrier protein (ACP)	acpP NWMN_1142	Staphylococcus aureus (strain Newman)	77
Q5M183	ACP_STRT1	reviewed	Acyl carrier protein (ACP)	acpP str0384	Streptococcus thermophilus (strain CNRZ 1066)	74
Q6G9Y1	ACP_STAAS	reviewed	Acyl carrier protein (ACP)	acpP SAS1166	Staphylococcus aureus (strain MSSA476)	77
P0ABD8	BCCP_ECOLI	reviewed	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	accB fabE b3255 JW3223	Escherichia coli (strain K12)	156
Q6D2N9	ACCD_PECAS	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD ECA3056	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	305
Q5SHG2	ACCD_THET8	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD TTHA1768	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	285
A6U3F7	ACPS_STAA2	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS SaurJH1_2146	Staphylococcus aureus (strain JH1)	119
Q57LY8	ACCD_SALCH	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SCH_2368	Salmonella choleraesuis (strain SC-B67)	304
Q5HW21	ACCA_CAMJR	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA CJE0495	Campylobacter jejuni (strain RM1221)	312
B4SZN8	ACCD_SALNS	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SNSL254_A2554	Salmonella newport (strain SL254)	304
Q5FPZ9	ACPS_GLUOX	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS GOX1808	Gluconobacter oxydans (strain 621H) (Gluconobacter suboxydans)	157
A9B2B6	ACPS_HERA2	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Haur_1313	Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95)	127
Q8DR13	ACCA_STRR6	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA spr0387	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	255
A3CQ50	ACCA_STRSV	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA SSA_1930	Streptococcus sanguinis (strain SK36)	256
Q8F136	ACPS_LEPIN	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS LA_3302	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)	126
B5FCI7	FABV_ALIFM	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	fabV VFMJ11_0926	Aliivibrio fischeri (strain MJ11) (Vibrio fischeri)	400
A0KEL0	FADA_AERHH	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA AHA_0138	Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / JCM 1027 / KCTC 2358 / NCIMB 9240)	387
Q1CJ88	FADR_YERPN	reviewed	Fatty acid metabolism regulator protein	fadR YPN_1612 YP516_1794	Yersinia pestis bv. Antiqua (strain Nepal516)	239
A4XSM9	FADA_PSEMY	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA Pmen_1581	Pseudomonas mendocina (strain ymp)	391
B1JGG1	FADI_YERPY	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadI YPK_1508	Yersinia pseudotuberculosis serotype O:3 (strain YPIII)	436
Q3JT99	FABV_BURP1	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	fabV BURPS1710b_1803	Burkholderia pseudomallei (strain 1710b)	397
Q8XIP1	FABV_CLOPE	reviewed	Trans-2-enoyl-CoA reductase [NADH] (TER) (EC 1.3.1.44)	fabV CPE2074	Clostridium perfringens (strain 13 / Type A)	389
B7MY16	FADJ_ECO81	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadJ ECED1_2804	Escherichia coli O81 (strain ED1a)	714
A3D684	FADJ_SHEB5	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadJ Sbal_2760	Shewanella baltica (strain OS155 / ATCC BAA-1091)	706
O53580	FAA32_MYCTU	reviewed	Long-chain-fatty-acid--AMP ligase FadD32 (FAAL) (EC 6.2.1.-) (Acyl-AMP synthetase)	fadD32 Rv3801c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	637
Q732L6	FAPR_BACC1	reviewed	Transcription factor FapR (Fatty acid and phospholipid biosynthesis regulator)	fapR BCE_3896	Bacillus cereus (strain ATCC 10987 / NRS 248)	197
A1S4Y1	FABV_SHEAM	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	fabV Sama_1230	Shewanella amazonensis (strain ATCC BAA-1098 / SB2B)	400
C4LB77	FABV_TOLAT	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	fabV Tola_2687	Tolumonas auensis (strain DSM 9187 / TA4)	397
Q1CNA0	FADA_YERPN	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA YPN_0197 YP516_0163	Yersinia pestis bv. Antiqua (strain Nepal516)	387
B2S524	FABH_BRUA1	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH BAbS19_I07470	Brucella abortus (strain S19)	323
B8DJF9	ACP_DESVM	reviewed	Acyl carrier protein (ACP)	acpP DvMF_3099	Desulfovibrio vulgaris (strain Miyazaki F / DSM 19637)	76
B4U8Q5	ACCD_HYDS0	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD HY04AAS1_0829	Hydrogenobaculum sp. (strain Y04AAS1)	274
B7LG27	ACP_ECO55	reviewed	Acyl carrier protein (ACP)	acpP EC55989_1206	Escherichia coli (strain 55989 / EAEC)	78
Q1RD62	ACP_ECOUT	reviewed	Acyl carrier protein (ACP)	acpP UTI89_C1220	Escherichia coli (strain UTI89 / UPEC)	78
Q21XP1	ACP_RHOFT	reviewed	Acyl carrier protein (ACP)	acpP Rfer_1733	Rhodoferax ferrireducens (strain ATCC BAA-621 / DSM 15236 / T118) (Albidiferax ferrireducens)	79
P11830	ACP_SACEN	reviewed	Acyl carrier protein (ACP)	acpP SACE_4132	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	95
B2UTR8	ACP_HELPS	reviewed	Acyl carrier protein (ACP)	acpP HPSH_04075	Helicobacter pylori (strain Shi470)	78
Q04R63	ACP_LEPBJ	reviewed	Acyl carrier protein (ACP)	acpP LBJ_2112	Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197)	77
Q9CN12	ACCD_PASMU	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD PM0636	Pasteurella multocida (strain Pm70)	304
Q03M46	ACCD_STRTD	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD STER_0438	Streptococcus thermophilus (strain ATCC BAA-491 / LMD-9)	288
P58553	ACP_NOSS1	reviewed	Acyl carrier protein (ACP)	acpP asr3342	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	84
A0RQM4	ACCA_CAMFF	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA CFF8240_1364	Campylobacter fetus subsp. fetus (strain 82-40)	310
Q2SV62	FABV_BURTA	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	fabV BTH_I2672	Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264)	397
P9WQD9	FAB1_MYCTU	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase 1) (KAS 1)	kasA Rv2245 MTCY427.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	416
B2HMK0	FAA32_MYCMM	reviewed	Long-chain-fatty-acid--AMP ligase FadD32 (FAAL) (EC 6.2.1.-) (Acyl-AMP synthetase)	fadD32 MMAR_5365	Mycobacterium marinum (strain ATCC BAA-535 / M)	629
P9WNP1	ECHA6_MYCTU	reviewed	Probable enoyl-CoA hydratase echA6 (EC 4.2.1.17)	echA6 Rv0905 MTCY31.33	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	243
A1WT00	FABA_HALHL	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA Hhal_0017	Halorhodospira halophila (strain DSM 244 / SL1) (Ectothiorhodospira halophila (strain DSM 244 / SL1))	174
Q7MAV3	FABH_PORGI	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH PG_2141	Porphyromonas gingivalis (strain ATCC BAA-308 / W83)	335
A6WWV7	FABA_OCHA4	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA Oant_0739	Ochrobactrum anthropi (strain ATCC 49188 / DSM 6882 / JCM 21032 / NBRC 15819 / NCTC 12168)	172
Q6LR96	FABA_PHOPR	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA PBPRA1773	Photobacterium profundum (strain SS9)	171
Q31D45	FABH_PROM9	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH PMT9312_0138	Prochlorococcus marinus (strain MIT 9312)	335
P59814	FABH_RHOBA	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH RB6272	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	345
O67610	FABG_AQUAE	reviewed	3-oxoacyl-[acyl-carrier-protein] reductase FabG (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase) (Beta-Ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase)	fabG aq_1716	Aquifex aeolicus (strain VF5)	248
Q8K9J5	FABG_BUCAP	reviewed	3-oxoacyl-[acyl-carrier-protein] reductase FabG (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase) (Beta-Ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase)	fabG BUsg_339	Buchnera aphidicola subsp. Schizaphis graminum (strain Sg)	244
A8EZX3	FABH_RICCK	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH A1E_04950	Rickettsia canadensis (strain McKiel)	317
B0KNV6	FABA_PSEPG	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA PputGB1_3745	Pseudomonas putida (strain GB-1)	171
Q68VY7	FABG_RICTY	reviewed	3-oxoacyl-[acyl-carrier-protein] reductase FabG (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase) (Beta-Ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase)	fabG RT0748	Rickettsia typhi (strain ATCC VR-144 / Wilmington)	241
B4T1Z7	FABA_SALNS	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA SNSL254_A1108	Salmonella newport (strain SL254)	172
O34746	FABH1_BACSU	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III protein 1) (Beta-ketoacyl-ACP synthase III 1) (KAS III 1) (bFabH1)	fabHA fabH fabH1 yjaX BSU11330	Bacillus subtilis (strain 168)	312
Q57QG4	FABH_SALCH	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH SCH_1141	Salmonella choleraesuis (strain SC-B67)	317
A1K5Y5	FABH_AZOSB	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH azo1623	Azoarcus sp. (strain BH72)	321
B6YS41	FABH_AZOPC	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH CFPG_750	Azobacteroides pseudotrichonymphae genomovar. CFP2	333
A5EXE0	ACP_DICNV	reviewed	Acyl carrier protein (ACP)	acpP DNO_1210	Dichelobacter nodosus (strain VCS1703A)	76
C4XNY7	ACP_DESMR	reviewed	Acyl carrier protein (ACP)	acpP DMR_39970	Desulfovibrio magneticus (strain ATCC 700980 / DSM 13731 / RS-1)	78
Q030J0	ACCD_LACLS	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD LACR_0829	Lactococcus lactis subsp. cremoris (strain SK11)	288
Q57QG1	ACP_SALCH	reviewed	Acyl carrier protein (ACP)	acpP SCH_1144	Salmonella choleraesuis (strain SC-B67)	78
Q68VY6	ACP_RICTY	reviewed	Acyl carrier protein (ACP)	acpP RT0749	Rickettsia typhi (strain ATCC VR-144 / Wilmington)	86
Q83NH7	ACP_TROW8	reviewed	Acyl carrier protein (ACP)	acpP TW518	Tropheryma whipplei (strain TW08/27) (Whipple's bacillus)	82
Q7V1S1	ACCD_PROMP	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD PMM0784	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	292
A2BQS1	ACCD_PROMS	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD A9601_08481	Prochlorococcus marinus (strain AS9601)	293
Q3JZK4	ACPS_STRA1	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS SAK_1697	Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700)	119
B5FJ32	ACCA_SALDC	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA SeD_A0254	Salmonella dublin (strain CT_02021853)	319
A9R7W9	FADI_YERPG	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadI YpAngola_A0383	Yersinia pestis bv. Antiqua (strain Angola)	436
Q5PCX6	FADJ_SALPA	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadJ SPA0476	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	715
Q8ER10	FAPR_OCEIH	reviewed	Transcription factor FapR (Fatty acid and phospholipid biosynthesis regulator)	fapR OB1521	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	191
Q5E8X6	FADB_ALIF1	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB VF_0025	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	725
B5YXL1	FADR_ECO5E	reviewed	Fatty acid metabolism regulator protein	fadR ECH74115_1674	Escherichia coli O157:H7 (strain EC4115 / EHEC)	239
Q2G5S1	FABH_NOVAD	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH Saro_2366	Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CIP 105152 / NBRC 16084 / F199)	325
Q8Z062	FABH_NOSS1	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH alr0239	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	330
A4SVV4	FABH_POLAQ	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH Pnuc_0398	Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus)	328
B6JCR2	FABA_OLICO	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA OCAR_4497 OCA5_c00370	Oligotropha carboxidovorans (strain ATCC 49405 / DSM 1227 / KCTC 32145 / OM5)	176
Q5TKS0	FABF_STAAU	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179) (3-oxoacyl-[acyl-carrier-protein] synthase II) (Beta-ketoacyl-ACP synthase II) (KAS II) (Fragment)	fabF	Staphylococcus aureus	403
C6DKY2	FABA_PECCP	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA PC1_2552	Pectobacterium carotovorum subsp. carotovorum (strain PC1)	172
A8GTP2	FABH_RICRS	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH A1G_06570	Rickettsia rickettsii (strain Sheila Smith)	318
Q164C9	FABH_ROSDO	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH RD1_3156	Roseobacter denitrificans (strain ATCC 33942 / OCh 114) (Erythrobacter sp. (strain OCh 114)) (Roseobacter denitrificans)	323
Q81JG0	FABH1_BACAN	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III protein 1) (Beta-ketoacyl-ACP synthase III 1) (KAS III 1)	fabH1 fabH BA_1184 GBAA_1184 BAS1095	Bacillus anthracis	310
Q9KET5	FABH2_BACHD	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III protein 2) (Beta-ketoacyl-ACP synthase III 2) (KAS III 2)	fabH2 BH0764	Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125)	332
C3LMG6	FABA_VIBCM	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA VCM66_1426	Vibrio cholerae serotype O1 (strain M66-2)	172
Q6G3K4	FABH_BARHE	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH BH07630	Bartonella henselae (strain ATCC 49882 / DSM 28221 / Houston 1) (Rochalimaea henselae)	324
B2THL1	ACCD_CLOBB	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD CLL_A1155	Clostridium botulinum (strain Eklund 17B / Type B)	291
A3MM52	ACP_BURM7	reviewed	Acyl carrier protein (ACP)	acpP BMA10247_1799	Burkholderia mallei (strain NCTC 10247)	79
B1WRM4	ACP_CYAA5	reviewed	Acyl carrier protein (ACP)	acpP cce_4117	Cyanothece sp. (strain ATCC 51142)	81
Q30YL9	ACP_DESAG	reviewed	Acyl carrier protein (ACP)	acpP Dde_2430	Desulfovibrio alaskensis (strain G20) (Desulfovibrio desulfuricans (strain G20))	76
Q04DN6	ACCD_OENOB	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD OEOE_1584	Oenococcus oeni (strain ATCC BAA-331 / PSU-1)	289
B8GSL1	ACP_THISH	reviewed	Acyl carrier protein (ACP)	acpP Tgr7_1834	Thioalkalivibrio sulfidiphilus (strain HL-EbGR7)	79
Q5XAE9	ACCD_STRP6	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD M6_Spy1479	Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394)	288
Q6GHK3	ACP_STAAR	reviewed	Acyl carrier protein (ACP)	acpP SAR1208	Staphylococcus aureus (strain MRSA252)	77
Q32DJ4	FADJ_SHIDS	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadJ SDY_2542	Shigella dysenteriae serotype 1 (strain Sd197)	714
P28793	FADB_PSEFR	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB faoA	Pseudomonas fragi	715
